base_datos,id_anuncio,ciudad,barrio_oficial,id_barrio_oficial,tipo_inmueble,habitaciones,metros_cuadrados,num_planta,precio_inmueble,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,ROI365_%,puntuacion_ROI365
Fotocasa,189588484,Barcelona,Hostafrancs,244125,Piso,2.0,57.0,1.0,320000.0,228.96,0.3486,1-barrio+habitaciones,5.92,Media rentabilidad
Fotocasa,188902187,Barcelona,Sants,244252,Ático,1.0,38.0,6.0,220000.0,164.3,0.3327,1-barrio+habitaciones,5.89,Media rentabilidad
Idealista,111308516,Barcelona,Sants,244252,Piso,1.0,45.0,5.0,220000.0,164.3,0.3327,1-barrio+habitaciones,5.89,Media rentabilidad
Fotocasa,187466077,Barcelona,Sagrada Família,224231,Piso,4.0,86.0,,389000.0,296.8,0.3254,1-barrio+habitaciones,5.89,Media rentabilidad
Fotocasa,189532171,Barcelona,Sants,244252,Piso,1.0,45.0,4.0,220000.0,164.3,0.3327,1-barrio+habitaciones,5.89,Media rentabilidad
Fotocasa,186771627,Barcelona,El Poble-sec,244098,Piso,4.0,73.0,3.0,248000.0,188.68,0.3245,2-barrio,5.86,Media rentabilidad
Fotocasa,188236479,Barcelona,Sants,244252,Piso,3.0,71.0,3.0,280000.0,207.76,0.3327,1-barrio+habitaciones,5.86,Media rentabilidad
Idealista,110874539,Barcelona,Vila de Gràcia,218278,Piso,3.0,42.0,4.0,200000.0,164.3,0.3004,1-barrio+habitaciones,5.85,Media rentabilidad
Fotocasa,187406864,Barcelona,El Poble-sec,244098,Piso,4.0,65.0,0.5,249000.0,188.68,0.3245,2-barrio,5.83,Media rentabilidad
Idealista,110750776,Barcelona,El Fort Pienc,224086,Piso,3.0,68.0,3.0,390000.0,296.8,0.3228,1-barrio+habitaciones,5.83,Media rentabilidad
Idealista,111173623,Barcelona,El Poble-sec,244098,Piso,1.0,74.0,0.0,249000.0,188.68,0.3245,1-barrio+habitaciones,5.83,Media rentabilidad
Idealista,110771176,Barcelona,El Fort Pienc,224086,Piso,3.0,69.0,3.0,390000.0,296.8,0.3228,1-barrio+habitaciones,5.83,Media rentabilidad
Idealista,110060741,Barcelona,El Poble-sec,244098,Estudio,1.0,45.0,1.0,249000.0,188.68,0.3245,1-barrio+habitaciones,5.83,Media rentabilidad
Idealista,110537253,Barcelona,El Fort Pienc,224086,Piso,3.0,100.0,3.0,390000.0,296.8,0.3228,1-barrio+habitaciones,5.83,Media rentabilidad
Idealista,110753116,Barcelona,Sant Antoni,224240,Piso,1.0,56.0,0.5,265000.0,216.24,0.3007,1-barrio+habitaciones,5.82,Media rentabilidad
Fotocasa,189130701,Barcelona,El Poble-sec,244098,Piso,3.0,65.0,2.0,214470.0,162.18,0.3245,1-barrio+habitaciones,5.82,Media rentabilidad
Idealista,110015008,Barcelona,Sants,244252,Dúplex,3.0,96.0,0.0,282000.0,207.76,0.3327,1-barrio+habitaciones,5.82,Media rentabilidad
Idealista,110795714,Barcelona,El Poble-sec,244098,Piso,1.0,66.0,4.0,250000.0,188.68,0.3245,1-barrio+habitaciones,5.81,Media rentabilidad
Idealista,111321362,Barcelona,El Poble-sec,244098,Piso,1.0,50.0,2.0,250000.0,188.68,0.3245,1-barrio+habitaciones,5.81,Media rentabilidad
Idealista,110611019,Barcelona,El Poble-sec,244098,Estudio,1.0,45.0,1.0,250000.0,188.68,0.3245,1-barrio+habitaciones,5.81,Media rentabilidad
Fotocasa,189150248,Barcelona,El Poble-sec,244098,Piso,2.0,56.0,0.0,273900.0,205.64,0.3245,1-barrio+habitaciones,5.78,Media rentabilidad
Idealista,111130740,Barcelona,El Fort Pienc,224086,Piso,2.0,90.0,,320000.0,241.68,0.3228,1-barrio+habitaciones,5.78,Media rentabilidad
Idealista,110372960,Madrid,Sol,109256,Piso,4.0,114.0,10.0,365000.0,370.6,0.3349,1-barrio+habitaciones,8.07,Media rentabilidad
Idealista,110122631,Madrid,Sol,109256,Piso,4.0,112.0,2.0,370000.0,370.6,0.3349,1-barrio+habitaciones,7.96,Media rentabilidad
Idealista,111311129,Madrid,Sol,109256,Piso,4.0,120.0,4.0,380000.0,370.6,0.3349,1-barrio+habitaciones,7.75,Media rentabilidad
Idealista,111290560,Madrid,Sol,109256,Piso,3.0,55.0,,249999.0,243.52499999999998,0.3349,1-barrio+habitaciones,7.74,Media rentabilidad
Fotocasa,188169863,Madrid,Cortes,109064,Piso,3.0,61.0,0.0,230000.0,214.2,0.3395,1-barrio+habitaciones,7.5,Media rentabilidad
Idealista,110514569,Madrid,Sol,109256,Piso,3.0,67.0,5.0,273000.0,243.52499999999998,0.3349,1-barrio+habitaciones,7.09,Media rentabilidad
Fotocasa,189505951,Madrid,Sol,109256,Piso,2.0,57.0,,171490.0,151.3,0.3349,1-barrio+habitaciones,7.01,Media rentabilidad
Idealista,111119901,Madrid,Sol,109256,Piso,3.0,108.0,3.0,290000.0,243.52499999999998,0.3349,1-barrio+habitaciones,6.67,Media rentabilidad
Fotocasa,189456758,Madrid,Cortes,109064,Piso,3.0,84.0,0.0,259680.0,214.2,0.3395,1-barrio+habitaciones,6.64,Media rentabilidad
Idealista,111187419,Madrid,Palacio,109201,Piso,3.0,60.0,4.0,210000.0,201.02499999999998,0.2914,1-barrio+habitaciones,6.62,Media rentabilidad
Idealista,93595766,Madrid,Sol,109256,Ático,5.0,52.0,4.0,450000.0,370.6,0.3349,1-barrio+habitaciones,6.54,Media rentabilidad
Idealista,109931058,Madrid,Sol,109256,Piso,3.0,77.0,2.0,310000.0,243.52499999999998,0.3349,1-barrio+habitaciones,6.24,Media rentabilidad
Idealista,111160849,Madrid,Palacio,109201,Piso,2.0,55.0,3.0,166000.0,149.6,0.2914,1-barrio+habitaciones,6.23,Media rentabilidad
Idealista,108792498,Madrid,Universidad,109265,Piso,4.0,153.0,0.0,430000.0,386.325,0.286,1-barrio+habitaciones,6.1,Media rentabilidad
Idealista,110917425,Madrid,Palacio,109201,Piso,3.0,60.0,4.0,230000.0,201.02499999999998,0.2914,1-barrio+habitaciones,6.04,Media rentabilidad
Fotocasa,187703729,Madrid,Embajadores,109106,Piso,2.0,42.0,2.0,155000.0,127.5,0.3064,1-barrio+habitaciones,5.98,Media rentabilidad
Idealista,110793876,Madrid,Sol,109256,Piso,4.0,114.0,5.0,498000.0,370.6,0.3349,1-barrio+habitaciones,5.91,Media rentabilidad
Idealista,111360291,Madrid,Embajadores,109106,Piso,5.0,91.0,2.0,382200.0,296.225,0.3064,1-barrio+habitaciones,5.63,Media rentabilidad
Idealista,108632251,Madrid,Universidad,109265,Piso,4.0,84.0,0.0,475000.0,386.325,0.286,1-barrio+habitaciones,5.52,Media rentabilidad
Fotocasa,189464767,Madrid,Sol,109256,Piso,2.0,56.0,3.0,220000.0,151.3,0.3349,1-barrio+habitaciones,5.46,Media rentabilidad
Idealista,109896640,Madrid,Universidad,109265,Dúplex,4.0,80.0,0.0,480000.0,386.325,0.286,1-barrio+habitaciones,5.46,Media rentabilidad
Idealista,110675482,Madrid,Sol,109256,Piso,3.0,85.0,3.0,354900.0,243.52499999999998,0.3349,1-barrio+habitaciones,5.45,Media rentabilidad
Idealista,111327475,Madrid,Palacio,109201,Piso,2.0,74.0,3.0,190000.0,149.6,0.2914,1-barrio+habitaciones,5.44,Media rentabilidad
Idealista,109426181,Madrid,Universidad,109265,Piso,4.0,119.0,0.0,485000.0,386.325,0.286,1-barrio+habitaciones,5.4,Media rentabilidad
Idealista,110667500,Madrid,Embajadores,109106,Piso,4.0,65.0,1.0,400000.0,296.225,0.3064,1-barrio+habitaciones,5.38,Media rentabilidad
Idealista,111203595,Madrid,Palacio,109201,Piso,3.0,70.0,4.0,260000.0,201.02499999999998,0.2914,1-barrio+habitaciones,5.35,Media rentabilidad
Idealista,111361856,Madrid,Palacio,109201,Piso,4.0,82.0,1.0,350000.0,270.725,0.2914,1-barrio+habitaciones,5.35,Media rentabilidad
Idealista,111048650,Madrid,Palacio,109201,Piso,3.0,60.0,1.0,260000.0,201.02499999999998,0.2914,1-barrio+habitaciones,5.35,Media rentabilidad
Idealista,110730358,Madrid,Palacio,109201,Piso,2.0,69.0,2.0,194000.0,149.6,0.2914,1-barrio+habitaciones,5.33,Media rentabilidad
Idealista,110482150,Madrid,Palacio,109201,Piso,3.0,84.0,0.0,263000.0,201.02499999999998,0.2914,1-barrio+habitaciones,5.28,Media rentabilidad
Idealista,110540221,Madrid,Sol,109256,Piso,3.0,100.0,3.0,369900.0,243.52499999999998,0.3349,1-barrio+habitaciones,5.23,Media rentabilidad
Idealista,111389069,Madrid,Palacio,109201,Piso,3.0,55.0,4.0,270000.0,201.02499999999998,0.2914,1-barrio+habitaciones,5.15,Media rentabilidad
Fotocasa,189029821,Madrid,Embajadores,109106,Piso,4.0,84.0,1.0,420000.0,296.225,0.3064,1-barrio+habitaciones,5.13,Media rentabilidad
Idealista,111371614,Madrid,Sol,109256,Piso,3.0,123.0,2.0,380000.0,243.52499999999998,0.3349,1-barrio+habitaciones,5.09,Media rentabilidad
Fotocasa,162068884,Madrid,Sol,109256,Piso,4.0,166.0,,580000.0,370.6,0.3349,1-barrio+habitaciones,5.08,Media rentabilidad
Idealista,111335662,Madrid,Palacio,109201,Piso,3.0,56.0,2.0,275000.0,201.02499999999998,0.2914,1-barrio+habitaciones,5.05,Media rentabilidad
Idealista,111044951,Madrid,Embajadores,109106,Piso,4.0,73.0,4.0,428000.0,296.225,0.3064,1-barrio+habitaciones,5.03,Media rentabilidad
Idealista,110636595,Madrid,Sol,109256,Piso,3.0,122.0,2.0,385000.0,243.52499999999998,0.3349,1-barrio+habitaciones,5.03,Media rentabilidad
Idealista,110734605,Madrid,Sol,109256,Piso,3.0,123.0,2.0,385000.0,243.52499999999998,0.3349,1-barrio+habitaciones,5.03,Media rentabilidad
Idealista,110730373,Madrid,Palacio,109201,Piso,2.0,65.0,3.0,206000.0,149.6,0.2914,1-barrio+habitaciones,5.02,Media rentabilidad
Idealista,107835962,Madrid,Universidad,109265,Piso,4.0,87.0,4.0,525000.0,386.325,0.286,1-barrio+habitaciones,4.99,Baja rentabilidad
Fotocasa,189509298,Madrid,Sol,109256,Piso,3.0,46.0,,392000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.94,Baja rentabilidad
Idealista,111413459,Madrid,Palacio,109201,Piso,3.0,75.0,2.0,285000.0,201.02499999999998,0.2914,1-barrio+habitaciones,4.88,Baja rentabilidad
Fotocasa,189530561,Madrid,Pacífico,139200,Piso,2.0,51.0,4.0,150000.0,127.5,0.2411,1-barrio+habitaciones,4.86,Baja rentabilidad
Idealista,110923993,Madrid,Sol,109256,Piso,3.0,102.0,6.0,405000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.78,Baja rentabilidad
Idealista,110713800,Madrid,Palos de la Frontera,102205,Piso,2.0,40.0,0.0,210000.0,121.55,0.3429,1-barrio+habitaciones,4.71,Baja rentabilidad
Idealista,111366394,Madrid,Palacio,109201,Piso,4.0,75.0,0.0,400000.0,270.725,0.2914,1-barrio+habitaciones,4.68,Baja rentabilidad
Idealista,109768714,Madrid,Embajadores,109106,Dúplex,2.0,80.0,0.0,200000.0,127.5,0.3064,1-barrio+habitaciones,4.63,Baja rentabilidad
Idealista,111281650,Madrid,Sol,109256,Piso,1.0,35.0,-2.0,195000.0,112.2,0.3349,1-barrio+habitaciones,4.57,Baja rentabilidad
Idealista,111388924,Madrid,Sol,109256,Piso,3.0,70.0,1.0,425000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.55,Baja rentabilidad
Fotocasa,186304036,Madrid,Justicia,109130,Dúplex,5.0,70.0,1.0,469000.0,342.975,0.2602,1-barrio+habitaciones,4.51,Baja rentabilidad
Fotocasa,189348467,Madrid,Embajadores,109106,Piso,4.0,111.0,1.0,480000.0,296.225,0.3064,1-barrio+habitaciones,4.49,Baja rentabilidad
Fotocasa,189424632,Madrid,Acacias,102002,Piso,1.0,37.0,,143100.0,84.15,0.3209,1-barrio+habitaciones,4.48,Baja rentabilidad
Idealista,110607157,Madrid,Cortes,109064,Piso,3.0,115.0,3.0,385000.0,214.2,0.3395,1-barrio+habitaciones,4.48,Baja rentabilidad
Idealista,109956025,Madrid,Embajadores,109106,Piso,3.0,87.0,0.0,295000.0,181.9,0.3064,1-barrio+habitaciones,4.48,Baja rentabilidad
Idealista,108445721,Madrid,Embajadores,109106,Piso,2.0,42.0,1.0,208000.0,127.5,0.3064,1-barrio+habitaciones,4.46,Baja rentabilidad
Idealista,111072827,Madrid,Sol,109256,Ático,2.0,70.0,6.0,270000.0,151.3,0.3349,1-barrio+habitaciones,4.45,Baja rentabilidad
Idealista,109919624,Madrid,Sol,109256,Dúplex,3.0,124.0,0.0,435000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.45,Baja rentabilidad
Idealista,110632226,Madrid,Embajadores,109106,Piso,2.0,43.0,0.0,210000.0,127.5,0.3064,1-barrio+habitaciones,4.41,Baja rentabilidad
Idealista,110482188,Madrid,Palacio,109201,Ático,4.0,98.0,4.0,424000.0,270.725,0.2914,1-barrio+habitaciones,4.41,Baja rentabilidad
Fotocasa,189114538,Madrid,Universidad,109265,Piso,2.0,41.0,,229000.0,148.75,0.286,1-barrio+habitaciones,4.41,Baja rentabilidad
Idealista,110944462,Madrid,Sol,109256,Piso,3.0,102.0,3.0,439900.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.4,Baja rentabilidad
Idealista,106892529,Madrid,Sol,109256,Piso,2.0,50.0,0.0,275000.0,151.3,0.3349,1-barrio+habitaciones,4.37,Baja rentabilidad
Idealista,109653206,Madrid,Sol,109256,Piso,2.0,94.0,5.0,275000.0,151.3,0.3349,1-barrio+habitaciones,4.37,Baja rentabilidad
Idealista,109218993,Madrid,Sol,109256,Ático,4.0,148.0,7.0,679000.0,370.6,0.3349,1-barrio+habitaciones,4.34,Baja rentabilidad
Fotocasa,189448416,Madrid,Comillas,108061,Piso,3.0,86.0,4.0,275000.0,153.0,0.3283,1-barrio+habitaciones,4.33,Baja rentabilidad
Idealista,111007032,Madrid,Embajadores,109106,Piso,1.0,35.0,0.0,147000.0,87.55,0.3064,1-barrio+habitaciones,4.33,Baja rentabilidad
Idealista,111389327,Madrid,Sol,109256,Piso,3.0,91.0,1.0,449000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.31,Baja rentabilidad
Idealista,109633638,Madrid,Sol,109256,Ático,1.0,47.0,6.0,208000.0,112.2,0.3349,1-barrio+habitaciones,4.29,Baja rentabilidad
Idealista,110930292,Madrid,Palacio,109201,Piso,3.0,90.0,0.5,327000.0,201.02499999999998,0.2914,1-barrio+habitaciones,4.25,Baja rentabilidad
Idealista,110482216,Madrid,Palacio,109201,Ático,3.0,87.0,4.0,328000.0,201.02499999999998,0.2914,1-barrio+habitaciones,4.24,Baja rentabilidad
Fotocasa,188739131,Madrid,Cortes,109064,Piso,3.0,62.0,4.0,409000.0,214.2,0.3395,1-barrio+habitaciones,4.22,Baja rentabilidad
Idealista,110995756,Madrid,Palacio,109201,Piso,3.0,95.0,0.0,330000.0,201.02499999999998,0.2914,1-barrio+habitaciones,4.21,Baja rentabilidad
Fotocasa,187670397,Madrid,Recoletos,140225,Piso,4.0,84.0,,475000.0,347.65,0.2427,1-barrio+habitaciones,4.21,Baja rentabilidad
Fotocasa,189076162,Madrid,Embajadores,109106,Piso,3.0,77.0,0.0,315000.0,181.9,0.3064,1-barrio+habitaciones,4.2,Baja rentabilidad
Idealista,111238935,Madrid,Sol,109256,Piso,3.0,80.0,1.0,465000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.16,Baja rentabilidad
Idealista,111345339,Madrid,Palos de la Frontera,102205,Piso,2.0,63.0,0.0,239000.0,121.55,0.3429,1-barrio+habitaciones,4.14,Baja rentabilidad
Fotocasa,189343211,Madrid,Embajadores,109106,Piso,2.0,46.0,4.0,225000.0,127.5,0.3064,1-barrio+habitaciones,4.12,Baja rentabilidad
Idealista,111365745,Madrid,Embajadores,109106,Piso,3.0,60.0,0.0,325000.0,181.9,0.3064,1-barrio+habitaciones,4.07,Baja rentabilidad
Idealista,111363350,Madrid,Embajadores,109106,Piso,6.0,97.0,1.0,530000.0,296.225,0.3064,1-barrio+habitaciones,4.06,Baja rentabilidad
Idealista,111268804,Madrid,Palacio,109201,Piso,2.0,60.0,2.0,255000.0,149.6,0.2914,1-barrio+habitaciones,4.06,Baja rentabilidad
Idealista,111322580,Madrid,Palacio,109201,Piso,2.0,64.0,4.0,255000.0,149.6,0.2914,1-barrio+habitaciones,4.06,Baja rentabilidad
Fotocasa,188827976,Madrid,Universidad,109265,Piso,2.0,56.0,0.0,249000.0,148.75,0.286,1-barrio+habitaciones,4.05,Baja rentabilidad
Idealista,111290243,Madrid,Sol,109256,Piso,1.0,48.0,0.0,220000.0,112.2,0.3349,1-barrio+habitaciones,4.05,Baja rentabilidad
Idealista,97993321,Madrid,Embajadores,109106,Piso,2.0,37.0,1.0,229000.0,127.5,0.3064,1-barrio+habitaciones,4.05,Baja rentabilidad
Idealista,111290541,Madrid,Palacio,109201,Piso,3.0,75.0,1.0,345000.0,201.02499999999998,0.2914,1-barrio+habitaciones,4.03,Baja rentabilidad
Idealista,109835596,Madrid,Sol,109256,Piso,3.0,92.0,1.0,480000.0,243.52499999999998,0.3349,1-barrio+habitaciones,4.03,Baja rentabilidad
Idealista,108743156,Madrid,Embajadores,109106,Ático,3.0,60.0,5.0,330000.0,181.9,0.3064,1-barrio+habitaciones,4.01,Baja rentabilidad
Idealista,111223225,Madrid,Embajadores,109106,Piso,3.0,59.0,0.0,330000.0,181.9,0.3064,1-barrio+habitaciones,4.01,Baja rentabilidad
Fotocasa,186695841,Madrid,Recoletos,140225,Piso,4.0,51.0,,500000.0,347.65,0.2427,1-barrio+habitaciones,4.0,Baja rentabilidad
Idealista,110534691,Madrid,Embajadores,109106,Piso,1.0,35.0,4.0,160000.0,87.55,0.3064,1-barrio+habitaciones,3.98,Baja rentabilidad
Idealista,108850668,Madrid,Embajadores,109106,Estudio,1.0,46.0,,160000.0,87.55,0.3064,1-barrio+habitaciones,3.98,Baja rentabilidad
Fotocasa,188746196,Madrid,Palacio,109201,Piso,3.0,77.0,1.0,350000.0,201.02499999999998,0.2914,1-barrio+habitaciones,3.97,Baja rentabilidad
Idealista,111115149,Madrid,Palacio,109201,Piso,3.0,58.0,3.0,350000.0,201.02499999999998,0.2914,1-barrio+habitaciones,3.97,Baja rentabilidad
Idealista,109851360,Madrid,Universidad,109265,Piso,5.0,130.0,1.0,660000.0,386.325,0.286,1-barrio+habitaciones,3.97,Baja rentabilidad
Idealista,111227089,Madrid,Sol,109256,Piso,3.0,87.0,3.0,495000.0,243.52499999999998,0.3349,1-barrio+habitaciones,3.91,Baja rentabilidad
Idealista,109167340,Madrid,Sol,109256,Piso,3.0,92.0,2.0,495000.0,243.52499999999998,0.3349,1-barrio+habitaciones,3.91,Baja rentabilidad
Fotocasa,182652623,Madrid,Sol,109256,Piso,3.0,110.0,1.0,500000.0,243.52499999999998,0.3349,1-barrio+habitaciones,3.87,Baja rentabilidad
Idealista,110460279,Madrid,Embajadores,109106,Piso,2.0,43.0,2.0,240000.0,127.5,0.3064,1-barrio+habitaciones,3.86,Baja rentabilidad
Idealista,109465114,Madrid,Sol,109256,Piso,5.0,129.0,2.0,765000.0,370.6,0.3349,1-barrio+habitaciones,3.85,Baja rentabilidad
Idealista,110961703,Madrid,Embajadores,109106,Piso,4.0,101.0,6.0,559000.0,296.225,0.3064,1-barrio+habitaciones,3.85,Baja rentabilidad
Fotocasa,189345840,Madrid,Universidad,109265,Piso,4.0,85.0,,680000.0,386.325,0.286,1-barrio+habitaciones,3.85,Baja rentabilidad
Idealista,111160617,Madrid,Universidad,109265,Piso,4.0,91.0,2.0,680000.0,386.325,0.286,1-barrio+habitaciones,3.85,Baja rentabilidad
Idealista,109587791,Madrid,Embajadores,109106,Piso,3.0,101.0,0.0,345000.0,181.9,0.3064,1-barrio+habitaciones,3.83,Baja rentabilidad
Fotocasa,187763713,Madrid,Justicia,109130,Piso,2.0,49.0,,265000.0,164.47500000000002,0.2602,1-barrio+habitaciones,3.83,Baja rentabilidad
Idealista,111186433,Madrid,Sol,109256,Piso,4.0,108.0,4.0,770000.0,370.6,0.3349,1-barrio+habitaciones,3.82,Baja rentabilidad
Idealista,110229295,Madrid,Sol,109256,Dúplex,1.0,45.0,4.0,235000.0,112.2,0.3349,1-barrio+habitaciones,3.79,Baja rentabilidad
Idealista,111303836,Madrid,Embajadores,109106,Piso,2.0,45.0,1.0,245000.0,127.5,0.3064,1-barrio+habitaciones,3.78,Baja rentabilidad
Fotocasa,189533961,Madrid,Comillas,108061,Piso,3.0,72.0,2.0,315000.0,153.0,0.3283,1-barrio+habitaciones,3.78,Baja rentabilidad
Idealista,111192039,Madrid,Embajadores,109106,Piso,5.0,149.0,2.0,570000.0,296.225,0.3064,1-barrio+habitaciones,3.78,Baja rentabilidad
Idealista,111257547,Madrid,Palacio,109201,Piso,3.0,57.0,3.0,369000.0,201.02499999999998,0.2914,1-barrio+habitaciones,3.77,Baja rentabilidad
Idealista,107408881,Madrid,Universidad,109265,Piso,4.0,130.0,3.0,695000.0,386.325,0.286,1-barrio+habitaciones,3.77,Baja rentabilidad
Fotocasa,188857024,Madrid,Fuente del Berro,140115,Piso,3.0,52.0,,312100.0,206.55,0.2395,1-barrio+habitaciones,3.76,Baja rentabilidad
Fotocasa,188496432,Madrid,Justicia,109130,Piso,2.0,51.0,0.0,270000.0,164.47500000000002,0.2602,1-barrio+habitaciones,3.76,Baja rentabilidad
Fotocasa,189348143,Madrid,Embajadores,109106,Planta Baja,2.0,68.0,,247000.0,127.5,0.3064,1-barrio+habitaciones,3.75,Baja rentabilidad
Idealista,111083213,Madrid,Embajadores,109106,Piso,2.0,68.0,0.0,247000.0,127.5,0.3064,1-barrio+habitaciones,3.75,Baja rentabilidad
Idealista,110482208,Madrid,Palacio,109201,Ático,2.0,72.0,4.0,276000.0,149.6,0.2914,1-barrio+habitaciones,3.75,Baja rentabilidad
Idealista,111121469,Madrid,Universidad,109265,Piso,2.0,48.0,0.0,269999.0,148.75,0.286,1-barrio+habitaciones,3.74,Baja rentabilidad
Fotocasa,189187906,Madrid,Embajadores,109106,Piso,2.0,48.0,1.0,248000.0,127.5,0.3064,1-barrio+habitaciones,3.74,Baja rentabilidad
Idealista,111321269,Madrid,Embajadores,109106,Piso,4.0,72.0,1.0,577000.0,296.225,0.3064,1-barrio+habitaciones,3.73,Baja rentabilidad
Idealista,110719118,Madrid,Sol,109256,Piso,5.0,178.0,4.0,790000.0,370.6,0.3349,1-barrio+habitaciones,3.73,Baja rentabilidad
Fotocasa,184002845,Madrid,Pacífico,139200,Piso,3.0,97.0,,245000.0,159.8,0.2411,1-barrio+habitaciones,3.73,Baja rentabilidad
Fotocasa,188738122,Madrid,Embajadores,109106,Piso,2.0,37.0,,249000.0,127.5,0.3064,1-barrio+habitaciones,3.72,Baja rentabilidad
Idealista,110948782,Madrid,Embajadores,109106,Piso,3.0,75.0,0.0,355000.0,181.9,0.3064,1-barrio+habitaciones,3.72,Baja rentabilidad
Fotocasa,187105652,Madrid,Embajadores,109106,Piso,2.0,52.0,0.0,250000.0,127.5,0.3064,1-barrio+habitaciones,3.71,Baja rentabilidad
Idealista,111277723,Madrid,Universidad,109265,Piso,3.0,54.0,4.0,380000.0,207.4,0.286,1-barrio+habitaciones,3.7,Baja rentabilidad
Idealista,109896089,Madrid,Universidad,109265,Piso,3.0,83.0,0.0,380000.0,207.4,0.286,1-barrio+habitaciones,3.7,Baja rentabilidad
Idealista,110739085,Madrid,Universidad,109265,Piso,3.0,63.0,0.0,380000.0,207.4,0.286,1-barrio+habitaciones,3.7,Baja rentabilidad
Idealista,111224428,Madrid,Embajadores,109106,Piso,3.0,64.0,-1.0,358000.0,181.9,0.3064,1-barrio+habitaciones,3.69,Baja rentabilidad
Idealista,111391614,Madrid,Canillas,120040,Piso,3.0,60.0,4.0,250000.0,155.55,0.2493,1-barrio+habitaciones,3.68,Baja rentabilidad
Idealista,110483667,Madrid,Cortes,109064,Piso,3.0,69.0,0.5,470000.0,214.2,0.3395,1-barrio+habitaciones,3.67,Baja rentabilidad
Idealista,110149054,Madrid,Cortes,109064,Piso,3.0,99.0,0.0,470000.0,214.2,0.3395,1-barrio+habitaciones,3.67,Baja rentabilidad
Idealista,111329327,Madrid,Universidad,109265,Piso,3.0,63.0,0.0,385000.0,207.4,0.286,1-barrio+habitaciones,3.66,Baja rentabilidad
Idealista,109734009,Madrid,Pacífico,139200,Piso,3.0,91.0,-1.0,250000.0,159.8,0.2411,1-barrio+habitaciones,3.66,Baja rentabilidad
Idealista,110981600,Madrid,Palacio,109201,Piso,3.0,74.0,4.0,380000.0,201.02499999999998,0.2914,1-barrio+habitaciones,3.66,Baja rentabilidad
Fotocasa,188537710,Madrid,Pacífico,139200,Piso,3.0,92.0,0.0,250000.0,159.8,0.2411,1-barrio+habitaciones,3.66,Baja rentabilidad
Idealista,111315969,Madrid,Universidad,109265,Piso,3.0,70.0,0.0,385000.0,207.4,0.286,1-barrio+habitaciones,3.66,Baja rentabilidad
Idealista,110317949,Madrid,Sol,109256,Piso,1.0,64.0,2.0,245000.0,112.2,0.3349,1-barrio+habitaciones,3.64,Baja rentabilidad
Fotocasa,188833812,Madrid,Embajadores,109106,Estudio,1.0,35.0,1.0,175000.0,87.55,0.3064,1-barrio+habitaciones,3.64,Baja rentabilidad
Idealista,111117847,Madrid,Palacio,109201,Piso,2.0,35.0,0.0,285000.0,149.6,0.2914,1-barrio+habitaciones,3.63,Baja rentabilidad
Fotocasa,189164330,Madrid,Palacio,109201,Piso,2.0,43.0,2.0,285000.0,149.6,0.2914,1-barrio+habitaciones,3.63,Baja rentabilidad
Idealista,110482085,Madrid,Palacio,109201,Ático,2.0,65.0,4.0,286000.0,149.6,0.2914,1-barrio+habitaciones,3.62,Baja rentabilidad
Idealista,110812378,Madrid,Embajadores,109106,Piso,2.0,57.0,0.0,258000.0,127.5,0.3064,1-barrio+habitaciones,3.59,Baja rentabilidad
Idealista,110909224,Madrid,Embajadores,109106,Piso,4.0,143.0,1.0,599000.0,296.225,0.3064,1-barrio+habitaciones,3.59,Baja rentabilidad
Idealista,111203203,Madrid,Embajadores,109106,Piso,2.0,46.0,2.0,259900.0,127.5,0.3064,1-barrio+habitaciones,3.57,Baja rentabilidad
Fotocasa,182920291,Madrid,Embajadores,109106,Piso,2.0,84.0,,260000.0,127.5,0.3064,1-barrio+habitaciones,3.56,Baja rentabilidad
Idealista,109161971,Madrid,Cortes,109064,Piso,4.0,146.0,0.0,875000.0,385.9,0.3395,1-barrio+habitaciones,3.55,Baja rentabilidad
Fotocasa,188728032,Madrid,Cortes,109064,Loft,4.0,146.0,,875000.0,385.9,0.3395,1-barrio+habitaciones,3.55,Baja rentabilidad
Idealista,110859849,Madrid,Universidad,109265,Piso,4.0,90.0,1.0,740000.0,386.325,0.286,1-barrio+habitaciones,3.54,Baja rentabilidad
Fotocasa,188727494,Madrid,Pacífico,139200,Piso,4.0,50.0,1.0,550000.0,340.0,0.2411,1-barrio+habitaciones,3.54,Baja rentabilidad
Fotocasa,161927575,Madrid,Embajadores,109106,Piso,3.0,62.0,1.0,375000.0,181.9,0.3064,1-barrio+habitaciones,3.53,Baja rentabilidad
Fotocasa,188489698,Madrid,Palos de la Frontera,102205,Piso,2.0,45.0,,280000.0,121.55,0.3429,1-barrio+habitaciones,3.53,Baja rentabilidad
Fotocasa,189534139,Madrid,Comillas,108061,Piso,3.0,76.0,2.0,339000.0,153.0,0.3283,1-barrio+habitaciones,3.52,Baja rentabilidad
