base_datos,id_anuncio,precio_inmueble,precio_m2,tipo_inmueble,habitaciones,baños,metros_cuadrados,num_planta,id_barrio_oficial,dias_publicado,detalles_extra,segmento_precio,segmento_precio_m2,ciudad,barrio_oficial,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,puntuacion_ROI365,ROI365_%,outlier_roi365
Fotocasa,188500607,320000.0,4102.564102564103,Piso,3.0,2.0,78.0,2.0,213101,92.0,Terraza | Balcón | Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.37,False
Fotocasa,185139266,695000.0,5560.0,Piso,2.0,2.0,125.0,,213089,92.0,Ascensor | Terraza | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.45,False
Fotocasa,189130741,649000.0,6122.641509433963,Piso,3.0,2.0,106.0,2.0,213101,49.0,Ascensor,Medio,Medio,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.65,False
Fotocasa,188053077,415000.0,3346.774193548388,Piso,4.0,1.0,124.0,3.0,213089,92.0,Balcón | Calefacción,Entrada,Entrada,Barcelona,El Gòtic,160.06,0.2283,2-barrio,Baja rentabilidad,2.09,False
Fotocasa,189274505,290000.0,5471.698113207547,Ático,2.0,1.0,53.0,5.0,213101,33.0,Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.49,False
Fotocasa,188142359,445000.0,3869.565217391305,Piso,2.0,1.0,115.0,15.0,213101,92.0,Ascensor | Terraza | Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.93,False
Fotocasa,188614797,369000.0,5125.0,Piso,2.0,1.0,72.0,4.0,213134,92.0,Terraza | Balcón | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Baja rentabilidad,3.03,False
Fotocasa,189407487,225000.0,4245.2830188679245,Ático,1.0,1.0,53.0,4.0,213101,17.0,Terraza | Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.34,False
Fotocasa,189506021,599000.0,6050.50505050505,Apartamento,1.0,2.0,99.0,3.0,213089,8.0,Ascensor | Balcón,Medio,Medio,Barcelona,El Gòtic,147.34,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.33,False
Fotocasa,181895776,375000.0,7653.061224489796,Piso,2.0,1.0,49.0,2.0,213101,92.0,Balcón | Calefacción | Aire acondicionado,Entrada,Alto,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,3.47,False
Fotocasa,189430260,349000.0,4716.216216216216,Piso,2.0,1.0,74.0,3.0,213134,15.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Baja rentabilidad,3.21,False
Fotocasa,189523719,625000.0,4807.692307692308,Piso,3.0,2.0,130.0,2.0,213089,6.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.39,False
Fotocasa,189450650,150000.0,4166.666666666667,Piso,1.0,1.0,36.0,2.0,213250,14.0,Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,4.86,False
Fotocasa,188890016,280000.0,3500.0,Piso,2.0,1.0,80.0,4.0,213101,75.0,Balcón | Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.65,False
Fotocasa,189362468,270000.0,4285.714285714285,Piso,2.0,1.0,63.0,3.0,213101,22.0,Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.82,False
Fotocasa,189334513,275000.0,7857.142857142857,Piso,1.0,1.0,35.0,2.0,213134,25.0,Balcón | Aire acondicionado,Entrada,Alto,Barcelona,La Barceloneta,133.56,0.226,1-barrio+habitaciones,Baja rentabilidad,2.6,False
Fotocasa,189402538,519000.0,6034.883720930233,Piso,3.0,2.0,86.0,2.0,213134,18.0,Terraza | Balcón | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,1.77,False
Fotocasa,189161586,295000.0,3881.578947368421,Piso,2.0,1.0,76.0,1.0,213101,46.0,Terraza | Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.41,False
Fotocasa,189531116,295000.0,5267.857142857143,Piso,2.0,1.0,56.0,3.0,213101,6.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.41,False
Fotocasa,189006396,510000.0,4146.341463414634,Piso,2.0,2.0,123.0,4.0,213089,62.0,Terraza | Balcón | Trastero,Medio,Entrada,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.98,False
Fotocasa,188887667,790000.0,4270.27027027027,Piso,3.0,2.0,185.0,0.5,213089,75.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Medio,Entrada,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.1,False
Fotocasa,189307058,190000.0,2923.076923076923,Piso,2.0,1.0,65.0,4.0,213101,28.0,Balcón,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,6.85,False
Fotocasa,186606379,449000.0,3773.109243697479,Dúplex,3.0,1.0,119.0,3.0,213134,92.0,Ascensor | Calefacción,Entrada,Entrada,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,2.04,False
Fotocasa,189368064,450000.0,5000.0,Piso,4.0,1.0,90.0,0.0,213089,21.0,,Entrada,Medio,Barcelona,El Gòtic,160.06,0.2283,2-barrio,Baja rentabilidad,1.93,False
Fotocasa,189522979,700000.0,6306.306306306306,Piso,3.0,2.0,111.0,2.0,213089,6.0,Ascensor | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.24,False
Fotocasa,188299718,299000.0,4901.639344262295,Piso,3.0,1.0,61.0,1.0,213101,92.0,Terraza | Balcón,Entrada,Medio,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.75,False
Fotocasa,189473733,110000.0,2619.04761904762,Estudio,1.0,1.0,42.0,5.0,213101,12.0,,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Media rentabilidad,8.88,False
Fotocasa,188475301,498000.0,3151.8987341772154,Piso,3.0,3.0,158.0,1.0,213250,92.0,Balcón,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",258.64,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.86,False
Fotocasa,188896673,290000.0,3625.0,Piso,3.0,1.0,80.0,3.0,213101,74.0,,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.93,False
Fotocasa,182026402,450000.0,5625.0,Piso,2.0,2.0,80.0,1.0,213250,92.0,Ascensor | Parking | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.53,False
Fotocasa,184841377,595000.0,10438.59649122807,Piso,2.0,1.0,57.0,2.0,213134,92.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Medio,Lujo,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Baja rentabilidad,1.88,False
Fotocasa,188946839,239000.0,4267.857142857143,Piso,2.0,1.0,56.0,3.0,213101,68.0,Terraza | Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,5.45,False
Fotocasa,189097881,235000.0,3983.0508474576272,Piso,2.0,1.0,59.0,3.0,213250,53.0,Balcón | Trastero,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,4.84,False
Fotocasa,188202390,699000.0,4598.684210526316,Piso,3.0,2.0,152.0,2.0,213250,92.0,Ascensor | Balcón,Medio,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",258.64,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.03,False
Fotocasa,183623695,525000.0,9051.724137931034,Piso,1.0,1.0,58.0,4.0,213101,92.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Alto,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,1.86,False
Fotocasa,189544749,279000.0,3487.5,Piso,2.0,1.0,80.0,1.0,213101,5.0,Terraza,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.67,False
Fotocasa,189117965,320000.0,2711.864406779661,Ático,3.0,1.0,118.0,3.0,213101,50.0,,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.37,False
Fotocasa,188410484,295000.0,2809.5238095238096,Piso,1.0,1.0,105.0,0.0,213101,92.0,Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,3.31,False
Fotocasa,189385963,349000.0,4985.714285714285,Piso,4.0,1.0,70.0,2.0,213250,19.0,Balcón | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,2-barrio,Baja rentabilidad,3.26,False
Fotocasa,181449699,240000.0,6153.846153846154,Piso,1.0,1.0,39.0,4.0,213250,92.0,Ascensor | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,3.04,False
Fotocasa,189099168,280000.0,6086.95652173913,Piso,1.0,1.0,46.0,1.0,213250,53.0,Ascensor | Terraza | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.6,False
Fotocasa,186077440,1490000.0,5539.033457249071,Piso,4.0,4.0,269.0,1.0,213089,92.0,Ascensor | Terraza | Balcón | Calefacción,Alto,Medio,Barcelona,El Gòtic,160.06,0.2283,2-barrio,Baja rentabilidad,0.58,False
Fotocasa,183623691,505000.0,10100.0,Piso,1.0,1.0,50.0,4.0,213101,92.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Lujo,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,1.93,False
Fotocasa,183623690,515000.0,10300.0,Piso,1.0,1.0,50.0,4.0,213101,92.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Lujo,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,1.9,False
Fotocasa,189347528,1100000.0,7746.478873239436,Apartamento,2.0,2.0,142.0,1.0,213089,24.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Alto,Alto,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,0.92,False
Fotocasa,189304188,565000.0,4870.689655172414,Piso,3.0,2.0,116.0,1.0,213250,28.0,Balcón | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",258.64,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.52,False
Fotocasa,188756501,980000.0,5664.739884393063,Piso,3.0,3.0,173.0,1.0,213089,90.0,Balcón | Calefacción,Medio,Medio,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,0.88,False
Fotocasa,188238782,189000.0,4021.276595744681,Piso,2.0,1.0,47.0,1.0,213101,92.0,Ascensor | Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,6.89,False
Fotocasa,189351645,235000.0,4895.833333333333,Piso,2.0,1.0,48.0,2.0,213101,23.0,Terraza | Balcón | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,5.54,False
Fotocasa,188018660,310000.0,4492.753623188406,Piso,1.0,1.0,69.0,0.5,213089,92.0,Ascensor | Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Gòtic,147.34,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.57,False
Fotocasa,187135599,369000.0,6150.0,Piso,1.0,1.0,60.0,4.0,213250,92.0,Ascensor | Parking | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,1.97,False
Fotocasa,188448620,920000.0,3833.3333333333335,Piso,3.0,5.0,240.0,,213101,92.0,Terraza | Balcón | Calefacción | Aire acondicionado,Medio,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Baja rentabilidad,1.87,False
Fotocasa,187868608,687000.0,5871.794871794872,Piso,3.0,2.0,117.0,5.0,213101,92.0,Ascensor | Balcón | Aire acondicionado,Medio,Medio,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.5,False
Fotocasa,187918737,505000.0,5050.0,Piso,3.0,2.0,100.0,1.0,213250,92.0,Ascensor | Terraza | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",258.64,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.82,False
Fotocasa,188918493,215000.0,5243.90243902439,Piso,1.0,1.0,41.0,1.0,213101,71.0,Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.54,False
Fotocasa,189390166,650000.0,6500.0,Ático,2.0,1.0,100.0,,213089,19.0,Terraza | Calefacción | Aire acondicionado,Medio,Medio,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.55,False
Fotocasa,187908288,210000.0,4038.4615384615386,Piso,1.0,1.0,52.0,1.0,213101,92.0,Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.65,False
Fotocasa,186576507,445000.0,12027.027027027028,Piso,2.0,1.0,37.0,2.0,213101,92.0,Ascensor | Aire acondicionado,Entrada,Lujo,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.93,False
Fotocasa,189495043,229000.0,3816.6666666666665,Piso,1.0,1.0,60.0,2.0,213101,9.0,Balcón,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.26,False
Fotocasa,188991833,549000.0,4858.407079646017,Apartamento,4.0,2.0,113.0,2.0,213089,63.0,Balcón | Calefacción | Trastero,Medio,Medio,Barcelona,El Gòtic,160.06,0.2283,2-barrio,Baja rentabilidad,1.58,False
Fotocasa,189581110,233500.0,4968.085106382979,Piso,1.0,1.0,47.0,4.0,213101,1.0,Balcón,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.18,False
Fotocasa,188410232,175000.0,4729.72972972973,Piso,1.0,1.0,37.0,0.0,213134,92.0,Aire acondicionado,Entrada,Medio,Barcelona,La Barceloneta,133.56,0.226,1-barrio+habitaciones,Baja rentabilidad,4.09,False
Fotocasa,189259072,450000.0,4545.454545454545,Piso,3.0,2.0,99.0,1.0,213101,35.0,Balcón,Entrada,Medio,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Baja rentabilidad,3.82,False
Fotocasa,189325947,330000.0,4400.0,Piso,2.0,1.0,75.0,0.0,213089,26.0,Aire acondicionado,Entrada,Entrada,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,3.06,False
Fotocasa,186613408,303050.0,3223.936170212766,Piso,3.0,1.0,94.0,0.5,213101,92.0,,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.67,False
Fotocasa,189247907,650000.0,6435.643564356436,Piso,2.0,1.0,101.0,3.0,213134,36.0,Ascensor | Aire acondicionado,Medio,Medio,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Baja rentabilidad,1.72,False
Fotocasa,186097555,339000.0,3684.782608695652,Piso,3.0,1.0,92.0,3.0,213101,92.0,Ascensor | Balcón,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.07,False
Fotocasa,188986625,1950000.0,9653.465346534653,Ático,4.0,3.0,202.0,,213134,64.0,Ascensor | Terraza | Piscina | Aire acondicionado,Lujo,Alto,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,0.47,False
Fotocasa,186505912,380000.0,4130.434782608696,Piso,2.0,1.0,92.0,3.0,213089,92.0,Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.66,False
Fotocasa,188894322,415000.0,3807.339449541285,Piso,3.0,2.0,109.0,4.0,213134,74.0,Ascensor | Trastero,Entrada,Entrada,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,2.21,False
Fotocasa,188491881,306200.0,4938.709677419355,Piso,2.0,1.0,62.0,,213101,92.0,,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.25,False
Fotocasa,186400601,480000.0,6153.846153846154,Ático,1.0,1.0,78.0,,213101,92.0,,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.03,False
Fotocasa,187531479,850000.0,9239.130434782608,Ático,1.0,2.0,92.0,,213089,92.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Medio,Alto,Barcelona,El Gòtic,147.34,0.2283,1-barrio+habitaciones,Baja rentabilidad,0.94,False
Fotocasa,187580495,825000.0,7710.280373831775,Piso,2.0,2.0,107.0,,213089,92.0,Ascensor | Balcón | Calefacción | Aire acondicionado,Medio,Alto,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.22,False
Fotocasa,185722368,1900000.0,7600.0,Piso,7.0,2.0,250.0,1.0,213089,92.0,Terraza | Balcón | Calefacción,Lujo,Alto,Barcelona,El Gòtic,160.06,0.2283,2-barrio,Baja rentabilidad,0.46,False
Fotocasa,183623838,830000.0,7477.477477477478,Piso,2.0,2.0,111.0,0.0,213101,92.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Alto,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,1.57,False
Fotocasa,189211400,220000.0,3859.6491228070176,Piso,1.0,1.0,57.0,4.0,213101,40.0,Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.44,False
Fotocasa,189469069,366000.0,4880.0,Piso,2.0,1.0,75.0,3.0,213250,12.0,Balcón | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,3.11,False
Fotocasa,189575513,195000.0,5416.666666666667,Piso,1.0,1.0,36.0,2.0,213134,1.0,Balcón,Entrada,Medio,Barcelona,La Barceloneta,133.56,0.226,1-barrio+habitaciones,Baja rentabilidad,3.67,False
Fotocasa,189457756,295000.0,4682.539682539683,Piso,3.0,1.0,63.0,2.0,213101,13.0,Ascensor,Entrada,Medio,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,5.83,False
Fotocasa,189018062,415000.0,5608.108108108108,Piso,2.0,1.0,74.0,2.0,213134,61.0,Ascensor | Terraza | Balcón,Entrada,Medio,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Baja rentabilidad,2.7,False
Fotocasa,189480370,240000.0,4705.882352941177,Piso,2.0,1.0,51.0,3.0,213101,11.0,Terraza | Balcón | Calefacción,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,5.43,False
Fotocasa,188666170,205000.0,5694.444444444444,Ático,1.0,1.0,36.0,5.0,213101,92.0,Terraza | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.76,False
Fotocasa,187579577,410000.0,3534.4827586206898,Piso,4.0,2.0,116.0,1.0,213134,92.0,Ascensor | Calefacción,Entrada,Entrada,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,2.24,False
Fotocasa,187959885,850000.0,4941.860465116279,Ático,2.0,2.0,172.0,6.0,213250,92.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,1.34,False
Fotocasa,186833362,153200.0,3481.818181818182,Estudio,1.0,1.0,44.0,0.0,213101,92.0,Ascensor,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Media rentabilidad,6.37,False
Fotocasa,188854024,410000.0,3416.6666666666665,Piso,3.0,,120.0,1.0,213089,78.0,,Entrada,Entrada,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.11,False
Fotocasa,188753993,230000.0,5000.0,Piso,2.0,1.0,46.0,3.0,213250,90.0,Aire acondicionado,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,4.94,False
Fotocasa,188060767,249000.0,6384.615384615385,Ático,1.0,1.0,39.0,4.0,213250,92.0,Terraza | Calefacción,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.93,False
Fotocasa,189034469,219500.0,3990.909090909091,Piso,1.0,2.0,55.0,,213101,60.0,Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.45,False
Fotocasa,189012103,185000.0,5000.0,Piso,2.0,1.0,37.0,1.0,213134,61.0,Balcón | Aire acondicionado,Entrada,Medio,Barcelona,La Barceloneta,208.82,0.226,1-barrio+habitaciones,Media rentabilidad,6.05,False
Fotocasa,189506714,280000.0,4444.444444444444,Piso,2.0,1.0,63.0,3.0,213101,8.0,Balcón | Calefacción | Aire acondicionado,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,4.65,False
Fotocasa,183844789,479000.0,6842.857142857143,Piso,2.0,2.0,70.0,2.0,213089,92.0,Ascensor | Balcón | Calefacción,Entrada,Medio,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.11,False
Fotocasa,189216789,410000.0,5694.444444444444,Piso,3.0,1.0,72.0,,213134,40.0,Terraza | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,La Barceloneta,171.19,0.226,2-barrio,Baja rentabilidad,2.24,False
Fotocasa,189064681,249000.0,4882.35294117647,Piso,2.0,1.0,51.0,3.0,213089,56.0,Balcón | Calefacción | Aire acondicionado,Entrada,Medio,Barcelona,El Gòtic,186.56,0.2283,1-barrio+habitaciones,Baja rentabilidad,4.06,False
Fotocasa,188929446,480000.0,6400.0,Ático,2.0,1.0,75.0,,213101,70.0,Ascensor | Terraza | Piscina | Aire acondicionado,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.71,False
Fotocasa,189371029,269000.0,7078.9473684210525,Piso,1.0,1.0,38.0,4.0,213250,21.0,Ascensor,Entrada,Alto,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.71,False
Fotocasa,189468848,191000.0,4244.444444444444,Piso,1.0,1.0,45.0,0.0,213250,12.0,Aire acondicionado,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,3.82,False
Fotocasa,189580684,250000.0,4166.666666666667,Piso,2.0,1.0,60.0,0.5,213101,1.0,Ascensor | Balcón,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,5.21,False
Fotocasa,185101817,650000.0,5200.0,Ático,2.0,3.0,125.0,3.0,213101,92.0,Ascensor | Parking | Terraza | Piscina,Medio,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.0,False
Fotocasa,189229458,415000.0,4029.126213592233,Piso,2.0,2.0,103.0,1.0,213250,39.0,Terraza | Balcón | Calefacción,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.74,False
Fotocasa,189527341,340000.0,3695.652173913044,Piso,1.0,1.0,92.0,2.0,213250,6.0,,Entrada,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",132.5,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.14,False
Fotocasa,177972478,2500000.0,8620.689655172413,Ático,2.0,2.0,290.0,4.0,213250,92.0,Ascensor | Terraza | Calefacción,Lujo,Alto,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,0.45,False
Fotocasa,187935201,690000.0,3988.4393063583816,Piso,3.0,3.0,173.0,0.5,213250,92.0,Ascensor | Terraza | Calefacción,Medio,Entrada,Barcelona,"Sant Pere, Santa Caterina i la Ribera",258.64,0.2318,1-barrio+habitaciones,Baja rentabilidad,2.06,False
Fotocasa,189341097,380000.0,3551.4018691588785,Piso,3.0,1.0,107.0,3.0,213089,25.0,Balcón | Aire acondicionado,Entrada,Entrada,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.28,False
Fotocasa,189306497,230000.0,5348.837209302325,Apartamento,2.0,1.0,43.0,1.0,213250,28.0,Balcón,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,4.94,False
Fotocasa,189121415,940000.0,4921.465968586387,Piso,4.0,3.0,191.0,2.0,213101,50.0,Ascensor | Terraza | Balcón | Calefacción,Medio,Medio,Barcelona,El Raval,498.2,0.2589,1-barrio+habitaciones,Baja rentabilidad,3.26,False
Fotocasa,188053892,330000.0,6600.0,Piso,2.0,1.0,50.0,4.0,213250,92.0,Terraza,Entrada,Medio,Barcelona,"Sant Pere, Santa Caterina i la Ribera",206.7,0.2318,1-barrio+habitaciones,Baja rentabilidad,3.44,False
Fotocasa,188956378,395000.0,4072.164948453608,Piso,3.0,1.0,97.0,3.0,213089,67.0,Ascensor | Terraza,Entrada,Entrada,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,2.19,False
