base_datos,id_anuncio,precio_inmueble,precio_m2,tipo_inmueble,habitaciones,baños,metros_cuadrados,num_planta,id_barrio_oficial,dias_publicado,detalles_extra,segmento_precio,segmento_precio_m2,ciudad,barrio_oficial,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,puntuacion_ROI365,ROI365_%,outlier_roi365
Fotocasa,186973565,595000.0,3181.818181818182,Piso,2.0,3.0,187.0,,244253,92.0,Ascensor,Medio,Entrada,Barcelona,Sants-Badal,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.4,False
Fotocasa,188629944,446000.0,4847.826086956522,Piso,3.0,1.0,92.0,3.0,244098,92.0,,Entrada,Medio,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,2.8,False
Fotocasa,189493112,550000.0,5000.0,Piso,4.0,2.0,110.0,,244098,11.0,Ascensor,Medio,Medio,Barcelona,El Poble-sec,188.68,0.3245,2-barrio,Baja rentabilidad,2.64,False
Fotocasa,186541409,380000.0,5846.153846153846,Piso,3.0,1.0,65.0,3.0,244098,92.0,,Entrada,Medio,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,3.29,False
Fotocasa,188287589,157000.0,2907.4074074074074,Piso,2.0,1.0,54.0,1.0,244142,92.0,,Entrada,Entrada,Barcelona,La Font de la Guatlla,212.0,0.2815,3-ciudad+habitaciones,Media rentabilidad,9.02,False
Fotocasa,187944563,190000.0,3454.5454545454545,Piso,2.0,1.0,55.0,0.0,244142,92.0,,Entrada,Entrada,Barcelona,La Font de la Guatlla,212.0,0.2815,3-ciudad+habitaciones,Media rentabilidad,7.45,False
Fotocasa,188751235,445300.0,5497.530864197531,Piso,3.0,2.0,81.0,1.0,244147,92.0,,Entrada,Medio,Barcelona,La Marina del Prat Vermell,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,3.21,False
Fotocasa,188343918,499100.0,4991.0,Piso,3.0,2.0,100.0,2.0,244147,92.0,,Entrada,Medio,Barcelona,La Marina del Prat Vermell,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.86,False
Fotocasa,187773932,645000.0,6515.151515151515,Piso,2.0,2.0,99.0,1.0,244252,92.0,,Medio,Medio,Barcelona,Sants,186.03,0.3327,2-barrio,Baja rentabilidad,2.28,False
Fotocasa,188876863,205000.0,2594.93670886076,Piso,3.0,1.0,79.0,0.0,244166,77.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,6.97,False
Fotocasa,186715672,279350.0,2879.896907216495,Piso,3.0,1.0,97.0,0.5,244125,92.0,,Entrada,Entrada,Barcelona,Hostafrancs,222.60000000000002,0.3486,2-barrio,Media rentabilidad,6.59,False
Fotocasa,187774050,815000.0,6906.779661016949,Dúplex,2.0,2.0,118.0,2.0,244252,92.0,,Medio,Medio,Barcelona,Sants,186.03,0.3327,2-barrio,Baja rentabilidad,1.8,False
Fotocasa,189071584,175311.0,2827.5967741935483,Piso,2.0,1.0,62.0,,244125,56.0,Ascensor,Entrada,Entrada,Barcelona,Hostafrancs,228.96,0.3486,1-barrio+habitaciones,Alta rentabilidad,10.8,False
Fotocasa,189082581,306000.0,4781.25,Piso,1.0,1.0,64.0,,244098,55.0,,Entrada,Medio,Barcelona,El Poble-sec,188.68,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.75,False
Fotocasa,185125740,277500.0,3425.925925925926,Piso,4.0,3.0,81.0,,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Alta rentabilidad,10.3,False
Fotocasa,187409118,400000.0,3636.363636363637,Piso,4.0,2.0,110.0,,244166,92.0,Balcón,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,7.15,False
Fotocasa,186000770,386000.0,3243.6974789915967,Dúplex,2.0,1.0,119.0,0.0,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.1,False
Fotocasa,182025128,277500.0,3303.5714285714284,Piso,4.0,2.0,84.0,3.0,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Alta rentabilidad,10.3,False
Fotocasa,187550644,245000.0,4016.393442622951,Piso,3.0,1.0,61.0,4.0,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Media rentabilidad,5.1,False
Fotocasa,188207070,276100.0,3944.285714285714,Piso,3.0,1.0,70.0,2.0,244252,92.0,,Entrada,Entrada,Barcelona,Sants,207.76,0.3327,1-barrio+habitaciones,Media rentabilidad,5.94,False
Fotocasa,186735207,219200.0,2548.8372093023254,Piso,4.0,2.0,86.0,,244166,92.0,Ascensor,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Alta rentabilidad,13.04,True
Fotocasa,186906542,256000.0,4063.492063492064,Piso,1.0,1.0,63.0,,244252,92.0,Ascensor,Entrada,Entrada,Barcelona,Sants,164.3,0.3327,1-barrio+habitaciones,Media rentabilidad,5.07,False
Fotocasa,186758860,140500.0,2701.923076923077,Piso,1.0,1.0,52.0,,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,188.68,0.3245,1-barrio+habitaciones,Alta rentabilidad,10.34,False
Fotocasa,185421651,166000.0,3387.7551020408164,Piso,1.0,1.0,49.0,,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,188.68,0.3245,1-barrio+habitaciones,Media rentabilidad,8.75,False
Fotocasa,184187828,173000.0,2582.089552238806,Piso,1.0,1.0,67.0,,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,188.68,0.3245,1-barrio+habitaciones,Media rentabilidad,8.4,False
Fotocasa,186735018,120000.0,3157.894736842105,Piso,1.0,1.0,38.0,,244252,92.0,,Entrada,Entrada,Barcelona,Sants,164.3,0.3327,1-barrio+habitaciones,Alta rentabilidad,10.81,False
Fotocasa,189381805,292300.0,2757.5471698113206,Piso,2.0,2.0,106.0,,244098,21.0,,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,5.42,False
Fotocasa,178599758,307700.0,2930.4761904761904,Piso,2.0,2.0,105.0,,244098,92.0,Ascensor,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,5.15,False
Fotocasa,187514139,225000.0,3358.208955223881,Piso,2.0,1.0,67.0,,244098,92.0,Sótano,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,7.04,False
Fotocasa,187500628,315000.0,3841.4634146341455,Piso,4.0,2.0,82.0,0.0,244136,92.0,,Entrada,Entrada,Barcelona,La Bordeta,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,9.08,False
Fotocasa,187500517,225500.0,2716.867469879518,Piso,3.0,1.0,83.0,0.0,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,6.34,False
Fotocasa,187503030,277500.0,3384.1463414634145,Piso,4.0,2.0,82.0,3.0,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Alta rentabilidad,10.3,False
Fotocasa,185625168,285000.0,3800.0,Piso,2.0,1.0,75.0,,244098,92.0,Ascensor,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,5.55,False
Fotocasa,188901745,210000.0,4038.4615384615386,Piso,3.0,1.0,52.0,,244098,74.0,Balcón,Entrada,Entrada,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Media rentabilidad,5.95,False
Fotocasa,189218218,410000.0,4555.555555555556,Piso,3.0,2.0,90.0,1.0,244125,41.0,,Entrada,Medio,Barcelona,Hostafrancs,222.60000000000002,0.3486,2-barrio,Baja rentabilidad,4.49,False
Fotocasa,189354491,359000.0,4851.351351351352,Piso,2.0,1.0,74.0,4.0,244098,23.0,,Entrada,Medio,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.41,False
Fotocasa,189198665,460000.0,4842.105263157895,Piso,4.0,2.0,95.0,3.0,244166,42.0,,Entrada,Medio,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,6.21,False
Fotocasa,189378857,260000.0,4727.272727272727,Piso,3.0,1.0,55.0,5.0,244098,21.0,,Entrada,Medio,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.8,False
Fotocasa,187644415,359000.0,4662.337662337663,Piso,2.0,1.0,77.0,4.0,244142,92.0,,Entrada,Medio,Barcelona,La Font de la Guatlla,212.0,0.2815,3-ciudad+habitaciones,Baja rentabilidad,3.94,False
Fotocasa,186790057,685000.0,3058.035714285714,Loft,4.0,2.0,224.0,0.0,244252,92.0,,Medio,Entrada,Barcelona,Sants,186.03,0.3327,2-barrio,Baja rentabilidad,2.14,False
Fotocasa,189543666,255000.0,3805.970149253732,Piso,3.0,1.0,67.0,2.0,244166,5.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.61,False
Fotocasa,189475801,480000.0,4705.882352941177,Piso,3.0,2.0,102.0,4.0,244166,12.0,,Entrada,Medio,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.98,False
Fotocasa,189425346,498000.0,3557.1428571428573,Piso,4.0,3.0,140.0,1.0,244098,16.0,,Entrada,Entrada,Barcelona,El Poble-sec,188.68,0.3245,2-barrio,Baja rentabilidad,2.92,False
Fotocasa,189318005,509000.0,3770.3703703703695,Piso,4.0,2.0,135.0,1.0,244253,28.0,,Medio,Entrada,Barcelona,Sants-Badal,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.62,False
Fotocasa,189250090,635000.0,4177.631578947368,Ático,3.0,2.0,152.0,2.0,244253,36.0,,Medio,Entrada,Barcelona,Sants-Badal,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.25,False
Fotocasa,189164385,166360.0,3199.230769230769,Piso,2.0,1.0,52.0,0.0,244166,47.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,8.59,False
Fotocasa,189163782,175900.0,3742.553191489362,Piso,1.0,1.0,47.0,2.0,244098,47.0,,Entrada,Entrada,Barcelona,El Poble-sec,188.68,0.3245,1-barrio+habitaciones,Media rentabilidad,8.26,False
Fotocasa,189150248,273900.0,4891.071428571428,Piso,2.0,1.0,56.0,0.0,244098,48.0,,Entrada,Medio,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,5.78,False
Fotocasa,189127004,182720.0,3582.7450980392155,Piso,2.0,1.0,51.0,3.0,244252,50.0,,Entrada,Entrada,Barcelona,Sants,186.03,0.3327,2-barrio,Media rentabilidad,8.04,False
Fotocasa,189179414,307700.0,2902.830188679245,Piso,2.0,2.0,106.0,0.0,244098,44.0,,Entrada,Entrada,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Media rentabilidad,5.15,False
Fotocasa,188526074,250000.0,4237.28813559322,Piso,3.0,1.0,59.0,4.0,244098,92.0,,Entrada,Entrada,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.99,False
Fotocasa,188179036,120000.0,2553.191489361702,Piso,1.0,1.0,47.0,0.0,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,159.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,8.93,False
Fotocasa,166442296,275000.0,3160.919540229885,Piso,4.0,1.0,87.0,1.0,244142,92.0,,Entrada,Entrada,Barcelona,La Font de la Guatlla,424.0,0.2815,3-ciudad+habitaciones,Alta rentabilidad,10.3,False
Fotocasa,188090606,380000.0,5428.571428571428,Piso,2.0,2.0,70.0,,244098,92.0,Ascensor,Entrada,Medio,Barcelona,El Poble-sec,205.64,0.3245,1-barrio+habitaciones,Baja rentabilidad,4.17,False
Fotocasa,189074259,750000.0,7575.757575757576,Piso,3.0,2.0,99.0,1.0,224194,56.0,,Medio,Alto,Barcelona,Nova Esquerra de l'Eixample,201.4,0.2722,1-barrio+habitaciones,Baja rentabilidad,1.73,False
Fotocasa,188289634,450000.0,5294.117647058823,Piso,2.0,1.0,85.0,8.0,224013,92.0,,Entrada,Medio,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,3.94,False
Fotocasa,188842533,825000.0,6395.348837209303,Piso,3.0,2.0,129.0,,224013,81.0,Ascensor,Medio,Medio,Barcelona,Antiga Esquerra de l'Eixample,265.0,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.31,False
Fotocasa,188632945,1050000.0,5223.880597014925,Piso,4.0,3.0,201.0,3.0,224240,92.0,,Alto,Medio,Barcelona,Sant Antoni,275.6,0.3007,1-barrio+habitaciones,Baja rentabilidad,1.87,False
Fotocasa,189188825,630000.0,5727.272727272727,Ático,4.0,1.0,110.0,,224240,43.0,Ascensor,Medio,Medio,Barcelona,Sant Antoni,275.6,0.3007,1-barrio+habitaciones,Baja rentabilidad,3.12,False
Fotocasa,189472560,445000.0,5705.128205128205,Apartamento,2.0,1.0,78.0,3.0,213101,12.0,,Entrada,Medio,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.93,False
Fotocasa,188939866,200000.0,4444.444444444444,Piso,1.0,1.0,45.0,4.0,213089,70.0,,Entrada,Entrada,Barcelona,El Gòtic,147.34,0.2283,1-barrio+habitaciones,Baja rentabilidad,3.99,False
Fotocasa,188810878,650000.0,7831.325301204819,Ático,2.0,1.0,83.0,15.0,224013,84.0,,Medio,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.73,False
Fotocasa,189275341,271000.0,4442.622950819672,Piso,3.0,1.0,61.0,,244136,34.0,,Entrada,Entrada,Barcelona,La Bordeta,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.27,False
Fotocasa,188706028,495000.0,7071.428571428572,Ático,3.0,1.0,70.0,,244142,92.0,Ascensor,Entrada,Alto,Barcelona,La Font de la Guatlla,212.0,0.2815,3-ciudad+habitaciones,Baja rentabilidad,2.86,False
Fotocasa,189300177,598000.0,9645.16129032258,Piso,2.0,1.0,62.0,,224013,29.0,Ascensor,Medio,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.97,False
Fotocasa,188958235,789000.0,7172.727272727273,Piso,4.0,3.0,110.0,5.0,224069,68.0,,Medio,Alto,Barcelona,Dreta de l'Eixample,445.2,0.2871,1-barrio+habitaciones,Baja rentabilidad,3.84,False
Fotocasa,189004489,480000.0,5454.545454545455,Ático,1.0,1.0,88.0,15.0,224240,63.0,,Entrada,Medio,Barcelona,Sant Antoni,216.24,0.3007,1-barrio+habitaciones,Baja rentabilidad,3.21,False
Fotocasa,188681711,1075000.0,7904.411764705882,Piso,5.0,2.0,136.0,3.0,213101,92.0,,Alto,Alto,Barcelona,El Raval,498.2,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.85,False
Fotocasa,188573133,680000.0,5811.965811965812,Piso,2.0,2.0,117.0,0.0,245254,92.0,,Medio,Medio,Barcelona,Sarrià,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.1,False
Fotocasa,189581581,195000.0,3305.084745762712,Piso,2.0,1.0,59.0,2.0,213101,1.0,,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Media rentabilidad,6.68,False
Fotocasa,188525919,815000.0,8489.583333333334,Piso,2.0,2.0,96.0,1.0,224013,92.0,,Medio,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.18,False
Fotocasa,186992041,2350000.0,11691.542288557212,Piso,3.0,3.0,201.0,,224069,92.0,Ascensor,Lujo,Lujo,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,1.0,False
Fotocasa,188217992,780000.0,6902.654867256637,Piso,2.0,2.0,113.0,2.0,224013,92.0,,Medio,Medio,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.27,False
Fotocasa,187935791,645000.0,7247.191011235955,Piso,3.0,2.0,89.0,2.0,224194,92.0,,Medio,Alto,Barcelona,Nova Esquerra de l'Eixample,201.4,0.2722,1-barrio+habitaciones,Baja rentabilidad,2.02,False
Fotocasa,188699665,220000.0,3666.6666666666665,Piso,3.0,1.0,60.0,2.0,213101,92.0,,Entrada,Entrada,Barcelona,El Raval,279.84,0.2589,1-barrio+habitaciones,Media rentabilidad,7.81,False
Fotocasa,189010561,590000.0,6941.176470588235,Piso,3.0,2.0,85.0,5.0,224240,62.0,,Medio,Medio,Barcelona,Sant Antoni,239.56,0.3007,1-barrio+habitaciones,Baja rentabilidad,2.9,False
Fotocasa,187219032,1330000.0,8209.876543209877,Piso,3.0,2.0,162.0,4.0,224069,92.0,,Alto,Alto,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,1.76,False
Fotocasa,187898140,599000.0,4131.0344827586205,Piso,3.0,2.0,145.0,2.0,213089,92.0,,Medio,Entrada,Barcelona,El Gòtic,160.06,0.2283,1-barrio+habitaciones,Baja rentabilidad,1.45,False
Fotocasa,189339477,847000.0,4343.589743589743,Piso,3.0,3.0,195.0,1.0,244098,26.0,,Medio,Entrada,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,1.47,False
Fotocasa,188228960,355000.0,5546.875,Piso,1.0,1.0,64.0,1.0,213101,92.0,,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.75,False
Fotocasa,189196211,280000.0,4666.666666666667,Ático,2.0,1.0,60.0,15.0,224013,43.0,,Entrada,Medio,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Media rentabilidad,6.34,False
Fotocasa,189106079,375000.0,5357.142857142857,Piso,3.0,1.0,70.0,1.0,226148,53.0,,Entrada,Medio,Barcelona,La Maternitat i Sant Ramon,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,3.81,False
Fotocasa,189197378,800000.0,6153.846153846154,Ático,3.0,2.0,130.0,6.0,226148,43.0,,Medio,Medio,Barcelona,La Maternitat i Sant Ramon,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.79,False
Fotocasa,188767189,690000.0,8961.038961038961,Piso,3.0,2.0,77.0,1.0,226169,89.0,,Medio,Alto,Barcelona,Les Corts,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.07,False
Fotocasa,188650989,1249000.0,7709.876543209876,Piso,3.0,2.0,162.0,1.0,224069,92.0,,Alto,Alto,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,1.87,False
Fotocasa,185708823,1025000.0,9403.669724770642,Piso,3.0,2.0,109.0,4.0,224069,92.0,,Alto,Alto,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,2.28,False
Fotocasa,187751352,1180000.0,7866.666666666667,Piso,4.0,3.0,150.0,2.0,224069,92.0,,Alto,Alto,Barcelona,Dreta de l'Eixample,445.2,0.2871,1-barrio+habitaciones,Baja rentabilidad,2.57,False
Fotocasa,188093408,530000.0,5638.297872340426,Piso,4.0,2.0,94.0,2.0,226169,92.0,,Medio,Medio,Barcelona,Les Corts,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.39,False
Fotocasa,188326572,610000.0,8026.315789473684,Piso,2.0,2.0,76.0,5.0,224013,92.0,,Medio,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.91,False
Fotocasa,189201436,485000.0,4181.0344827586205,Piso,4.0,2.0,116.0,2.0,244253,42.0,,Entrada,Entrada,Barcelona,Sants-Badal,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.89,False
Fotocasa,189151929,420000.0,5384.615384615385,Piso,3.0,1.0,78.0,1.0,244098,48.0,,Entrada,Medio,Barcelona,El Poble-sec,162.18,0.3245,1-barrio+habitaciones,Baja rentabilidad,2.97,False
Fotocasa,187404757,500000.0,5555.555555555556,Piso,2.0,2.0,90.0,0.0,226148,92.0,,Entrada,Medio,Barcelona,La Maternitat i Sant Ramon,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.86,False
Fotocasa,188869136,240000.0,6000.0,Piso,2.0,1.0,40.0,5.0,224240,77.0,,Entrada,Medio,Barcelona,Sant Antoni,212.0,0.3007,1-barrio+habitaciones,Media rentabilidad,6.3,False
Fotocasa,186354462,690000.0,7582.417582417583,Piso,3.0,2.0,91.0,2.0,224069,92.0,,Medio,Alto,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,3.39,False
Fotocasa,189016499,1650000.0,8776.595744680852,Piso,4.0,3.0,188.0,,226208,62.0,Ascensor,Lujo,Alto,Barcelona,Pedralbes,424.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.73,False
Fotocasa,189596243,499000.0,5252.631578947368,Piso,4.0,2.0,95.0,0.5,224069,0.0,,Entrada,Medio,Barcelona,Dreta de l'Eixample,445.2,0.2871,1-barrio+habitaciones,Media rentabilidad,6.08,False
Fotocasa,187117736,445000.0,4494.949494949495,Piso,2.0,1.0,99.0,,213101,92.0,Ascensor,Entrada,Entrada,Barcelona,El Raval,212.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.93,False
Fotocasa,185437431,950000.0,3974.89539748954,Piso,4.0,3.0,239.0,,224069,92.0,Ascensor,Medio,Entrada,Barcelona,Dreta de l'Eixample,445.2,0.2871,1-barrio+habitaciones,Baja rentabilidad,3.19,False
Fotocasa,189357590,730000.0,6576.576576576576,Piso,3.0,2.0,111.0,,244136,23.0,Ascensor,Medio,Medio,Barcelona,La Bordeta,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.96,False
Fotocasa,189508268,1490000.0,7487.437185929648,Piso,4.0,3.0,199.0,2.0,226169,9.0,,Alto,Alto,Barcelona,Les Corts,424.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.92,False
Fotocasa,185658971,1850000.0,9840.425531914894,Piso,4.0,4.0,188.0,5.0,245243,92.0,,Lujo,Alto,Barcelona,Sant Gervasi - Galvany,424.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.55,False
Fotocasa,188374025,390000.0,3545.454545454545,Piso,4.0,2.0,110.0,5.0,244166,92.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,7.33,False
Fotocasa,183542671,450000.0,7258.064516129032,Ático,2.0,1.0,62.0,8.0,226148,92.0,,Entrada,Alto,Barcelona,La Maternitat i Sant Ramon,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,3.18,False
Fotocasa,186988331,410000.0,5942.028985507246,Piso,3.0,1.0,69.0,6.0,224240,92.0,,Entrada,Medio,Barcelona,Sant Antoni,239.56,0.3007,1-barrio+habitaciones,Baja rentabilidad,4.17,False
Fotocasa,187264476,540000.0,7200.0,Piso,2.0,2.0,75.0,3.0,224013,92.0,,Medio,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,3.29,False
Fotocasa,188105133,800000.0,6666.666666666667,Piso,3.0,2.0,120.0,2.0,224069,92.0,,Medio,Medio,Barcelona,Dreta de l'Eixample,343.44,0.2871,1-barrio+habitaciones,Baja rentabilidad,2.92,False
Fotocasa,188195436,345000.0,8214.285714285714,Ático,1.0,1.0,42.0,5.0,224240,92.0,,Entrada,Alto,Barcelona,Sant Antoni,216.24,0.3007,1-barrio+habitaciones,Baja rentabilidad,4.47,False
Fotocasa,184175530,1250000.0,8223.684210526315,Piso,3.0,2.0,152.0,3.0,226169,92.0,,Alto,Alto,Barcelona,Les Corts,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,1.14,False
Fotocasa,188942596,839000.0,5826.388888888889,Dúplex,3.0,3.0,144.0,0.0,224013,69.0,,Medio,Medio,Barcelona,Antiga Esquerra de l'Eixample,265.0,0.3028,1-barrio+habitaciones,Baja rentabilidad,2.27,False
Fotocasa,187438518,625000.0,4401.408450704225,Piso,2.0,3.0,142.0,0.0,244253,92.0,,Medio,Entrada,Barcelona,Sants-Badal,212.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.29,False
Fotocasa,189318945,1395000.0,7420.212765957447,Planta Baja,5.0,3.0,188.0,0.0,245254,28.0,,Alto,Alto,Barcelona,Sarrià,424.0,0.2842,3-ciudad+habitaciones,Baja rentabilidad,2.05,False
Fotocasa,189164485,470000.0,5222.222222222223,Piso,3.0,1.0,90.0,,224194,47.0,Ascensor,Entrada,Medio,Barcelona,Nova Esquerra de l'Eixample,201.4,0.2722,1-barrio+habitaciones,Baja rentabilidad,2.77,False
Fotocasa,189306492,480000.0,4571.428571428572,Piso,4.0,2.0,105.0,5.0,226148,29.0,,Entrada,Medio,Barcelona,La Maternitat i Sant Ramon,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.96,False
Fotocasa,188285554,390000.0,6610.169491525424,Piso,1.0,1.0,59.0,,213101,92.0,Balcón,Entrada,Medio,Barcelona,El Raval,159.0,0.2589,1-barrio+habitaciones,Baja rentabilidad,2.5,False
Fotocasa,188798547,395000.0,4937.5,Piso,3.0,2.0,80.0,0.0,244252,86.0,,Entrada,Medio,Barcelona,Sants,207.76,0.3327,1-barrio+habitaciones,Baja rentabilidad,4.15,False
Fotocasa,188757154,245250.0,3226.9736842105262,Piso,3.0,1.0,76.0,1.0,244166,90.0,,Entrada,Entrada,Barcelona,La Zona Franca - Port,212.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,5.83,False
Fotocasa,186218444,549000.0,6310.344827586207,Casa,3.0,2.0,87.0,4.0,224240,92.0,,Medio,Medio,Barcelona,Sant Antoni,239.56,0.3007,1-barrio+habitaciones,Baja rentabilidad,3.11,False
Fotocasa,189278407,1150000.0,6084.656084656084,Piso,6.0,2.0,189.0,,224194,33.0,Ascensor,Alto,Medio,Barcelona,Nova Esquerra de l'Eixample,180.2,0.2722,2-barrio,Baja rentabilidad,1.01,False
Fotocasa,189085822,525000.0,5706.521739130435,Piso,3.0,2.0,92.0,6.0,224240,55.0,,Medio,Medio,Barcelona,Sant Antoni,239.56,0.3007,1-barrio+habitaciones,Baja rentabilidad,3.26,False
Fotocasa,188886455,375000.0,7352.941176470588,Ático,2.0,1.0,51.0,,224013,76.0,Terraza,Entrada,Alto,Barcelona,Antiga Esquerra de l'Eixample,246.98,0.3028,1-barrio+habitaciones,Baja rentabilidad,4.73,False
Fotocasa,188280417,395000.0,4540.229885057472,Piso,4.0,2.0,87.0,3.0,244253,92.0,,Entrada,Medio,Barcelona,Sants-Badal,424.0,0.2842,3-ciudad+habitaciones,Media rentabilidad,7.24,False
